artist,title,release_format,number_of_tracks,price,rating,votes,have,want,limited_edition,media_condition,sleeve_condition,release_page,genre,year,label_name,label_code
John McLaughlin With,Electric Dreams,LP,8,7.9,3.96,53.0,961,95,0,VG,VG,https://discogs.com/release/1710961-John-McLaughlin-With-The-One-Truth-Band-Electric-Dreams?ev=item-vc,fusion,1979,Columbia ‎,"JC 35785, Columbia ‎– 35785"
Soft Machine,Fourth,LP,7,29.9,3.67,3.0,34,105,0,VG+,VG+,https://discogs.com/release/8624022-Soft-Machine-Fourth?ev=item-vc,fusion,1972,CBS ‎,"64280, CBS ‎– S 64280"
Tõnu Naissoo,Shapes And Colours,LP,10,40.92,5.0,6.0,65,29,1,M,M,https://discogs.com/release/26207417-T%C3%B5nu-Naissoo-Shapes-And-Colours?ev=item-vc,fusion,2023,Jazzaggression Records ‎,JALP736
Aditus,A Traves De La Ventana + Bonus Cd + 12-Page Booklet,Album,18,42.78,4.5,2.0,16,3,1,M,M,https://discogs.com/release/26438093-Aditus-A-Traves-De-La-Ventana-Bonus-Cd-12-Page-Booklet?ev=item-vc,fusion,2023,PQR-Disques plusqueréel ‎,"PQR015, PQR-Disques plusqueréel ‎– PQR014"
Tom Grant (2),Mystified,LP,7,39.92,4.0,2.0,21,17,1,M,M,https://discogs.com/release/25880431-Tom-Grant-Mystified?ev=item-vc,fusion,2023,Music On Vinyl ‎,MOVLP3269
Lujo Asiático,After Ashram,LP,5,30.82,,,1,5,1,M,M,https://discogs.com/release/26191013-Lujo-Asi%C3%A1tico-After-Ashram-?ev=item-vc,fusion,2022,Ramble Records ‎,RAM-092
Cos (3),Babel,LP,7,32.77,4.67,6.0,56,50,0,M,M,https://discogs.com/release/24068570-Cos-Babel?ev=item-vc,fusion,2021,Wah Wah Records ‎,LPS236
Angelo Noce Santoro,For You,LP,7,27.81,4.57,7.0,103,119,0,M,M,https://discogs.com/release/6887588-Angelo-Noce-Santoro-For-You?ev=item-vc,fusion,2015,Pharaway Sounds ‎,PHS023
Andrea Centazzo,Ictus,LP,9,29.81,4.7,23.0,148,161,1,M,M,https://discogs.com/release/7035566-Andrea-Centazzo-Ictus?ev=item-vc,fusion,2015,Wah Wah Records ‎,LPS146
Kassa Overall,I Think I'm Good,LP,12,38.95,4.41,29.0,372,129,0,M,M,https://discogs.com/release/14880484-Kassa-Overall-I-Think-Im-Good?ev=item-vc,fusion,2020,Brownswood Recordings ‎,BWOOD0219LP
Hooffoot,The Lights In The Aisle Will Guide You,LP,4,33.96,4.38,13.0,75,16,0,M,M,https://discogs.com/release/14609733-Hooffoot-The-Lights-In-The-Aisle-Will-Guide-You?ev=item-vc,fusion,2019,Paura Di Niente ‎,PDN002
Afrodyssey Orchestra,Under the Sun,LP,7,25.97,4.74,19.0,141,46,0,M,M,https://discogs.com/release/14485447-Afrodyssey-Orchestra-Under-the-Sun?ev=item-vc,fusion,2019,Altercat Records ‎,ALT010
Univers Zero,Phosphorescent Dreams,LP,5,22.85,4.5,2.0,6,27,1,M,M,https://discogs.com/release/14423581-Univers-Zero-Phosphorescent-Dreams?ev=item-vc,fusion,2019,Sub Rosa ‎,SRV483
Moon On The Water,Moon On The Water,LP,8,27.93,4.75,4.0,65,49,0,M,M,https://discogs.com/release/14320288-Moon-On-The-Water-Moon-On-The-Water?ev=item-vc,fusion,2019,Black Sweat Records ‎,BS054
Jeremy & The Satyrs,Jeremy & The Satyrs,LP,11,30.78,4.0,5.0,27,24,0,M,M,https://discogs.com/release/14291213-Jeremy-The-Satyrs-Jeremy-The-Satyrs?ev=item-vc,fusion,2019,Long Hair ‎,LHC - 226
Franck Valmont Et,Franck Valmont Et Syncro Rhytmic Eclectic Language,LP,10,27.95,4.43,7.0,64,82,0,M,M,https://discogs.com/release/14160527-Franck-Valmont-Et-Syncro-Rhytmic-Eclectic-Language-Franck-Valmont-Et-Syncro-Rhytmic-Eclectic-Languag?ev=item-vc,fusion,2019,Sommor ‎,SOMM052
Synchro Rhythmic Eclectic Language,Lambi,LP,8,33.87,4.37,19.0,109,161,0,M,M,https://discogs.com/release/14160535-Synchro-Rhythmic-Eclectic-Language-Lambi?ev=item-vc,fusion,2019,Sommor ‎,SOMM053
Gunesh,Vietnamese Frescoes,"7""",2,18.84,5.0,5.0,45,45,1,M,M,https://discogs.com/release/13052673-Gunesh-Vietnamese-Frescoes?ev=item-vc,fusion,2019,Soviet Grail ‎,SG010
Greg Pushen's Anor Ensemble*,Таллинские Записи = Tallinn Recordings,"10""",7,23.82,4.7,10.0,54,54,1,M,M,https://discogs.com/release/13052624-Greg-Pushens-Anor-Ensemble-%D0%A2%D0%B0%D0%BB%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B5-%D0%97%D0%B0%D0%BF%D0%B8%D1%81%D0%B8-Tallinn-Recordings?ev=item-vc,fusion,2019,Soviet Grail ‎,SG002
Amanita (3),Sol Y Sombra,LP,7,27.8,5.0,5.0,77,137,0,M,M,https://discogs.com/release/13112583-Amanita-Sol-Y-Sombra?ev=item-vc,fusion,2019,Pharaway Sounds ‎,PHS062
Catch Up,Vol. 1,LP,8,29.98,4.53,15.0,113,125,0,M,M,https://discogs.com/release/11819177-Catch-Up-Vol-1?ev=item-vc,fusion,2018,Sommor ‎,SOMM039
"Kiss Ferenc*,",Elment Az Én Rózsám,LP,11,28.82,4.0,1.0,12,14,1,M,M,https://discogs.com/release/12297834-Kiss-Ferenc-Kolinda-V%C3%ADz%C3%B6nt%C5%91-Etnofon-Zenei-T%C3%A1rsul%C3%A1s-Elment-Az-%C3%89n-R%C3%B3zs%C3%A1m?ev=item-vc,fusion,2018,Kept Alive Records ‎,KAR LP 012
The Bridge (20),Overdrive - Rock/Jazz-Party,LP,10,29.94,4.84,25.0,160,137,0,M,M,https://discogs.com/release/11469935-The-Bridge-Overdrive-RockJazz-Party?ev=item-vc,fusion,2018,Sommor ‎,SOMM040
Braz Gonsalves Feat.,Devapriya,"10""",8,25.83,4.6,15.0,105,140,0,M,M,https://discogs.com/release/11294394-Braz-Gonsalves-Feat-Pam-Crain-Devapriya?ev=item-vc,fusion,2018,Ovular ‎,OVULAR 04
Airto Fogo,Airto Fogo,LP,9,29.93,4.72,32.0,271,244,0,M,M,https://discogs.com/release/10186312-Airto-Fogo-Airto-Fogo?ev=item-vc,fusion,2017,Pharaway Sounds ‎,PHS047
Rupture (2),Israel Suite / Dominante En Bleu,LP,6,29.79,4.09,35.0,261,221,0,M,M,https://discogs.com/release/10186349-Rupture-Israel-Suite-Dominante-En-Bleu?ev=item-vc,fusion,2017,Sommor ‎,SOMM035
Pixvae,Pixvae,LP,7,23.98,4.55,11.0,118,47,1,M,M,https://discogs.com/release/9355591-Pixvae-Pixvae?ev=item-vc,fusion,2016,Les Disques Bongo Joe ‎,BJR011
Nono Söderberg,Nono,LP,8,24.98,4.25,8.0,66,19,1,M,M,https://discogs.com/release/9474159-Nono-S%C3%B6derberg-Nono?ev=item-vc,fusion,2016,Svart Records ‎,SVR432
Wolfgang Dauner's Et Cetera* Feat.,Knirsch,LP,5,37.97,4.46,26.0,195,178,0,M,M,https://discogs.com/release/8698922-Wolfgang-Dauners-Et-Cetera-Feat-Jon-Hiseman-Larry-Coryell-Knirsch?ev=item-vc,fusion,2016,Long Hair ‎,"LHC160, Long Hair ‎– LHC000160"
Paroni Paakkunainen*,Plastic Maailma,LP,10,30.9,4.67,6.0,79,57,1,M,M,https://discogs.com/release/5067138-Paroni-Paakkunainen-Plastic-Maailma?ev=item-vc,fusion,2013,Mayfair Music ‎,MFM 015
Jarka,Ortodòxia,LP,12,29.94,4.17,6.0,82,52,1,M,M,https://discogs.com/release/3144102-Jarka-Ortod%C3%B2xia?ev=item-vc,fusion,2010,Wah Wah Records ‎,"LPS073, Wah Wah Records ‎– SGS.073"
S.T. Mikael,In Harmony,LP,5,22.79,4.3,27.0,160,42,1,M,M,https://discogs.com/release/2712900-ST-Mikael-In-Harmony?ev=item-vc,fusion,2008,Subliminal Sounds ‎,SUBL 025LP
Alas (5),Pinta Tu Aldea,LP,4,37.84,4.5,4.0,50,10,1,M,M,https://discogs.com/release/22940528-Alas-Pinta-Tu-Aldea?ev=item-vc,fusion,2022,PQR-Disques plusqueréel ‎,PQR-009
Niagara,Afire,LP,11,29.8,4.86,7.0,45,39,0,M,M,https://discogs.com/release/23223884-Niagara-Afire?ev=item-vc,fusion,2022,Everland ‎,"710473185288, Everland ‎– PSYCH013LP"
Кола Бельды =,Белый Остров = White Island,LP,11,28.86,5.0,5.0,31,20,0,M,M,https://discogs.com/release/24586046-%D0%9A%D0%BE%D0%BB%D0%B0-%D0%91%D0%B5%D0%BB%D1%8C%D0%B4%D1%8B-Kola-Beldy-%D0%91%D0%B5%D0%BB%D1%8B%D0%B9-%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2-White-Island?ev=item-vc,fusion,2022,Everland Psych ‎,"014, Ebalunga!!! ‎– EBL!!!-008"
The Franklin Street Arterial,The Franklin Street Arterial,LP,8,21.93,5.0,1.0,6,10,0,M,M,https://discogs.com/release/22510595-The-Franklin-Street-Arterial-The-Franklin-Street-Arterial?ev=item-vc,fusion,2022,Petit Cherie ‎,PC1202LP
Kungens Män,Fuzz På Svenska,LP,7,48.81,4.5,2.0,35,10,1,M,M,https://discogs.com/release/20923993-Kungens-M%C3%A4n-Fuzz-P%C3%A5-Svenska?ev=item-vc,fusion,2021,Adansonia Records ‎,AR 027
Barcelona Traction,Barcelona Traction,LP,5,29.9,4.6,5.0,41,30,0,M,M,https://discogs.com/release/20551303-Barcelona-Traction-Barcelona-Traction?ev=item-vc,fusion,2021,Sommor ‎,SOMM072
Costa Blanca,Viaje A Prantia,LP,5,27.81,4.27,11.0,66,23,0,M,M,https://discogs.com/release/21164401-Costa-Blanca-Viaje-A-Prantia?ev=item-vc,fusion,2021,Altercat Records ‎,ALT014
Aldorande,deux,LP,6,30.9,4.79,28.0,197,84,0,M,M,https://discogs.com/release/21090958-Aldorande-deux?ev=item-vc,fusion,2021,Favorite Recordings ‎,FVR179LP
Marco Bosco (4),Fragmentos Da Casa,LP,12,27.98,4.5,6.0,63,44,0,M,M,https://discogs.com/release/22063774-Marco-Bosco-Fragmentos-Da-Casa?ev=item-vc,fusion,2021,Discos Nada (2) ‎,ND004
L'Eclair,Confusions,LP,12,31.88,4.47,15.0,226,103,1,M,M,https://discogs.com/release/20956291-LEclair-Confusions?ev=item-vc,fusion,2021,Les Disques Bongo Joe ‎,"BJR 071, Flightless ‎– none"
"John Dwyer,",Moon-Drenched,LP,7,32.77,4.19,21.0,319,48,0,M,M,https://discogs.com/release/18964654-John-Dwyer-Ryan-Sawyer-Peter-Kerlin-Brad-Caulkins-Kyp-Malone-Tom-Dolas-Marcos-Rodriguez-3-Andres-Ren?ev=item-vc,fusion,2021,Castle Face ‎,CF137
Viejas Raices,De Las Colonias Del Río De La Plata,LP,8,27.84,4.71,24.0,313,185,0,M,M,https://discogs.com/release/20140813-Viejas-Raices-De-Las-Colonias-Del-R%C3%ADo-De-La-Plata?ev=item-vc,fusion,2021,Altercat Records ‎,ALT013
Magic In Threes,IV,LP,10,24.74,4.72,18.0,109,124,0,M,M,https://discogs.com/release/9185762-Magic-In-Threes-IV?ev=item-vc,fusion,2016,G.E.D. Soul Records ‎,GED-1011
Playgroup (3),Epic Sound Battles Chapter One,LP,11,32.96,4.4,5.0,53,38,0,M,M,https://discogs.com/release/18774868-Playgroup-Epic-Sound-Battles-Chapter-One?ev=item-vc,fusion,2021,Lantern Rec. ‎,LANR002
Esperanto (3),Esperanto,LP,8,31.82,4.62,21.0,187,108,0,M,M,https://discogs.com/release/20094310-Esperanto-Esperanto?ev=item-vc,fusion,2021,Favorite Recordings ‎,FVR172LP
Kenako,Kenako,LP,4,26.89,4.18,11.0,73,13,0,M,M,https://discogs.com/release/18085360-Kenako-Kenako?ev=item-vc,fusion,2021,Fnr ‎,FNR-148
Boomerang Ensemble*,Орнамент = Ornament,LP,6,31.92,5.0,1.0,8,27,1,M,M,https://discogs.com/release/19258006-Boomerang-Ensemble-%D0%9E%D1%80%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%82-Ornament?ev=item-vc,fusion,2020,Soviet Grail ‎,SG013
Boomerang Ensemble*,Забытые Записи = Forgotten Recordings,LP,5,31.89,5.0,3.0,20,16,1,M,M,https://discogs.com/release/19257715-Boomerang-Ensemble-%D0%97%D0%B0%D0%B1%D1%8B%D1%82%D1%8B%D0%B5-%D0%97%D0%B0%D0%BF%D0%B8%D1%81%D0%B8-Forgotten-Recordings?ev=item-vc,fusion,2020,Soviet Grail ‎,SG018
Бумеранг =,The Complete Recordings,LP,39,132.97,5.0,1.0,23,26,1,M,M,https://discogs.com/release/19545112-%D0%91%D1%83%D0%BC%D0%B5%D1%80%D0%B0%D0%BD%D0%B3-Boomerang-The-Complete-Recordings?ev=item-vc,fusion,2021,Soviet Grail ‎,SGBOX01
Boomerang Ensemble*,Мираж = Mirage,LP,3,31.89,5.0,4.0,14,30,1,M,M,https://discogs.com/release/19257646-Boomerang-Ensemble-%D0%9C%D0%B8%D1%80%D0%B0%D0%B6-Mirage?ev=item-vc,fusion,2020,Soviet Grail ‎,SG014
Boomerang Ensemble*,Бумеранг = Boomerang,LP,5,31.74,5.0,3.0,17,34,1,M,M,https://discogs.com/release/19257889-Boomerang-Ensemble-%D0%91%D1%83%D0%BC%D0%B5%D1%80%D0%B0%D0%BD%D0%B3-Boomerang?ev=item-vc,fusion,2020,Soviet Grail ‎,SG012
Wight (3),Spank The World,LP,10,34.93,4.7,10.0,69,10,1,M,M,https://discogs.com/release/15219720-Wight-Spank-The-World?ev=item-vc,fusion,2020,Kozmik Artifactz ‎,Artifact 93
Wight (3),Spank The World,LP,10,16.78,5.0,6.0,60,7,1,M,M,https://discogs.com/release/15219786-Wight-Spank-The-World?ev=item-vc,fusion,2020,Kozmik Artifactz ‎,ARTIFACT 93
Stevie Wonder,Songs In The Key Of Life,LP,21,33.0,4.41,281.0,3145,810,0,VG+,VG+,https://discogs.com/release/750182-Stevie-Wonder-Songs-In-The-Key-Of-Life?ev=item-vc,fusion,1976,Motown ‎,1C 190-97 900/01
Ozric Tentacles,Tantric Obstacles,LP,15,46.91,4.48,44.0,264,287,0,M,M,https://discogs.com/release/6987870-Ozric-Tentacles-Tantric-Obstacles?ev=item-vc,fusion,2015,Madfish ‎,SMALP1040
Rahsaan Roland Kirk*,Blacknuss,LP,12,33.98,4.67,6.0,131,19,0,M,M,https://discogs.com/release/25295341-Rahsaan-Roland-Kirk-Blacknuss?ev=item-vc,fusion,2022,Atlantic ‎,"MH-8262, Modern Harmonic ‎– MH-8262"
Nucleus (3),Alleycat,LP,5,44.74,4.67,15.0,191,124,0,M,M,https://discogs.com/release/23640638-Nucleus-Alleycat?ev=item-vc,fusion,2022,We Are Busy Bodies ‎,WABB-128
Manfredo Fest,Brazilian Dorian Dream,LP,7,39.79,4.86,29.0,370,248,0,M,M,https://discogs.com/release/15664859-Manfredo-Fest-Brazilian-Dorian-Dream?ev=item-vc,fusion,2020,Far Out Recordings ‎,FARO219LP
Thomas Almqvist,Nyanser,LP,10,32.85,4.75,12.0,99,88,0,M,M,https://discogs.com/release/26158508-Thomas-Almqvist-Nyanser?ev=item-vc,fusion,2023,Be With Records ‎,BEWITH 079LP
Don Cherry,Hear & Now,LP,11,55.9,5.0,5.0,94,45,0,M,M,https://discogs.com/release/26303366-Don-Cherry-Hear-Now?ev=item-vc,fusion,2023,Real Gone Music ‎,RGM-1506
Carlos Santana,Divine Light,LP,9,33.83,4.83,6.0,55,10,1,M,M,https://discogs.com/release/26201183-Carlos-Santana-Divine-Light?ev=item-vc,fusion,2023,Music On Vinyl ‎,"MOVLP3140, Columbia ‎– MOVLP3140, Legacy ‎– MOVLP3140"
Billy Cobham,Spectrum,LP,10,41.78,4.89,53.0,484,100,1,M,M,https://discogs.com/release/25694629-Billy-Cobham-Spectrum-?ev=item-vc,fusion,2023,Atlantic ‎,"RCV1 7268, Rhino Records (2) ‎– 603497838202"
Tarika Blue,Tarika Blue,LP,8,42.96,4.57,7.0,95,98,1,M,M,https://discogs.com/release/25874290-Tarika-Blue-Tarika-Blue?ev=item-vc,fusion,2023,Chiaroscuro Records ‎,CR 164
scolohofo*,Oh!,LP,11,78.85,4.67,95.0,1073,166,0,M,M,https://discogs.com/release/25705846-scolohofo-Oh?ev=item-vc,fusion,2023,Blue Note ‎,B0033844-01
Al Di Meola,Orange And Blue,LP,13,47.82,4.62,13.0,103,13,0,M,M,https://discogs.com/release/25295098-Al-Di-Meola-Orange-And-Blue?ev=item-vc,fusion,2022,Ear Music ‎,0216858EMU
The Al Di Meola Project*,Kiss My Axe,LP,13,47.86,4.5,18.0,150,18,0,M,M,https://discogs.com/release/25287352-The-Al-Di-Meola-Project-Kiss-My-Axe?ev=item-vc,fusion,2022,Ear Music ‎,0216145EMU
Robben Ford,The Inside Story,LP,8,28.94,5.0,2.0,18,5,1,M,M,https://discogs.com/release/25830454-Robben-Ford-The-Inside-Story?ev=item-vc,fusion,2023,Elektra ‎,"MOVLP3209, Music On Vinyl ‎– MOVLP3209"
Jaco Pastorius,"Truth, Liberty & Soul - Live In NYC The Complete 1982 NPR Jazz Alive! Recordings",LP,14,85.84,4.81,31.0,541,104,1,M,M,https://discogs.com/release/25261330-Jaco-Pastorius-Truth-Liberty-Soul-Live-In-NYC-The-Complete-1982-NPR-Jazz-Alive-Recordings?ev=item-vc,fusion,2022,Resonance Records ‎,HLP-9027B
"The Seatbelts,",Cowboy Bebop (Soundtrack From The Netflix Series),LP,38,50.95,4.53,15.0,236,22,0,M,M,https://discogs.com/release/25479991-The-Seatbelts-Yoko-Kanno-Cowboy-Bebop-Soundtrack-From-The-Netflix-Series?ev=item-vc,fusion,2022,Milan ‎,19658733531-S1
E. Lundquist,Multiple Images,LP,11,27.78,4.33,3.0,37,20,0,M,M,https://discogs.com/release/23221235-E-Lundquist-Multiple-Images?ev=item-vc,fusion,2022,KingUnderground Records ‎,KULP 060
Domi & JD Beck,Not Tight,LP,15,29.84,4.3,115.0,1818,409,0,M,M,https://discogs.com/release/25112611-Domi-JD-Beck-Not-Tight?ev=item-vc,fusion,2022,Blue Note ‎,"B003590801, Apeshit, Inc. ‎– B003590801"
Spyro Gyra,Vinyl Tap,LP,9,28.78,4.39,18.0,104,61,0,M,M,https://discogs.com/release/14271550-Spyro-Gyra-Vinyl-Tap?ev=item-vc,fusion,2019,Amherst Records ‎,AR-2001-1
Charlie Stacey,The Light Beyond Time,LP,5,33.74,4.75,4.0,32,11,0,M,M,https://discogs.com/release/25794172-Charlie-Stacey-The-Light-Beyond-Time?ev=item-vc,fusion,2022,Night Dreamer ‎,ND012
Frank Zappa,Waka / Jawaka,LP,4,43.89,4.58,79.0,915,78,0,M,M,https://discogs.com/release/25481581-Frank-Zappa-Waka-Jawaka?ev=item-vc,fusion,2022,Zappa Records ‎,"ZR3848-1, UMe ‎– ZR3848-1"
Azymuth,Fênix,LP,9,45.91,4.85,13.0,143,66,1,M,M,https://discogs.com/release/24547064-Azymuth-F%C3%AAnix?ev=item-vc,fusion,2022,Far Out Recordings ‎,FARO 194LPX
Snarky Puppy,Empire Central,LP,16,74.91,4.67,3.0,42,15,0,M,M,https://discogs.com/release/25698346-Snarky-Puppy-Empire-Central?ev=item-vc,fusion,2022,GroundUP Music (2) ‎,none
Robohands,Violet,LP,12,27.85,4.92,12.0,141,50,0,M,M,https://discogs.com/release/24494636-Robohands-Violet?ev=item-vc,fusion,2022,KingUnderground Records ‎,KULP 112
"Toots Thielemans,",Two Generations,LP,10,28.9,5.0,2.0,21,8,1,M,M,https://discogs.com/release/24821618-Toots-Thielemans-Philip-Catherine-And-Friends-Two-Generations?ev=item-vc,fusion,2022,Music On Vinyl ‎,MOVLP3042
John Sinclair (2),"Detroit Artists Workshop (Community, Jazz And Art In The Motor City 1965-1981)",LP,12,41.95,4.8,15.0,178,73,0,M,M,https://discogs.com/release/24828104-John-Sinclair-Detroit-Artists-Workshop-Community-Jazz-And-Art-In-The-Motor-City-1965-1981?ev=item-vc,fusion,2022,Strut ‎,"STRUT158LP, Art Yard ‎– STRUT158LP"
Jamiroquai,High Times (Singles 1992–2006),LP,20,47.96,4.76,80.0,1633,212,0,M,M,https://discogs.com/release/25337980-Jamiroquai-High-Times-Singles-19922006?ev=item-vc,fusion,2022,Sony Music ‎,19658708111
Jamiroquai,High Times (Singles 1992–2006),LP,20,91.88,4.87,60.0,864,129,1,M,M,https://discogs.com/release/25344532-Jamiroquai-High-Times-Singles-19922006?ev=item-vc,fusion,2022,Sony Music ‎,196587080914
Noriki*,Noriki,LP,8,54.88,4.62,21.0,226,181,0,M,M,https://discogs.com/release/17078421-Noriki-Noriki?ev=item-vc,fusion,2021,Eastworld ‎,PROT-7081
"Dr. John,",Gris-Gris,LP,7,56.77,4.53,72.0,811,467,0,M,M,https://discogs.com/release/12840665-Dr-JohnNight-Tripper-Gris-Gris?ev=item-vc,fusion,2018,ATCO Records ‎,"SD 33-234, Speakers Corner Records ‎– 33-234"
Miles Davis,Agharta,LP,4,33.97,4.69,118.0,1169,428,0,M,M,https://discogs.com/release/7779095-Miles-Davis-Agharta?ev=item-vc,fusion,2015,Music On Vinyl ‎,"MOVLP134, Columbia ‎– MOVLP134"
Miles Davis,Tutu,LP,15,52.93,4.57,219.0,1806,272,0,M,M,https://discogs.com/release/7010405-Miles-Davis-Tutu?ev=item-vc,fusion,2015,Warner Bros. Records ‎,0081227955434
Placebo (2),1973,LP,8,28.77,4.56,170.0,1406,864,0,M,M,https://discogs.com/release/5608983-Placebo-1973?ev=item-vc,fusion,2014,Music On Vinyl ‎,MOVLP1092
Ahmed Abdul-Malik,The Eastern Moods Of Ahmed Abdul-Malik,LP,5,28.83,4.8,5.0,63,40,1,M,M,https://discogs.com/release/24430406-Ahmed-Abdul-Malik-The-Eastern-Moods-Of-Ahmed-Abdul-Malik?ev=item-vc,fusion,2022,Sowing Records ‎,SOW028
"Dr. John,",Gris-Gris,LP,7,28.79,4.49,263.0,2760,624,0,M,M,https://discogs.com/release/4673220-Dr-JohnNight-Tripper-Gris-Gris?ev=item-vc,fusion,2013,ATCO Records ‎,"SD 33-234, Rhino Records (2) ‎– 8122797161"
Donald Fagen,The Nightfly,LP,8,52.79,4.76,131.0,835,315,0,M,M,https://discogs.com/release/6077530-Donald-Fagen-The-Nightfly?ev=item-vc,fusion,2012,Warner Bros. Records ‎,9362-49522-3
Weather Report,Black Market,LP,7,28.77,4.73,75.0,619,240,0,M,M,https://discogs.com/release/3183035-Weather-Report-Black-Market?ev=item-vc,fusion,2011,Music On Vinyl ‎,MOVLP428
John Lee Hooker,Free Beer And Chicken,LP,13,21.94,4.4,30.0,322,82,0,M,M,https://discogs.com/release/3093615-John-Lee-Hooker-Free-Beer-And-Chicken?ev=item-vc,fusion,2011,ABC Records ‎,ABCD-838
The Mahavishnu Orchestra* with,The Inner Mounting Flame,LP,8,56.83,4.33,102.0,833,499,1,M,M,https://discogs.com/release/1718798-The-Mahavishnu-Orchestra-with-John-McLaughlin-The-Inner-Mounting-Flame?ev=item-vc,fusion,2008,Speakers Corner Records ‎,"PC 31067, Speakers Corner Records ‎– 31067"
Karin Krog /,We Could Be Flying,LP,9,29.98,4.53,43.0,340,457,0,M,M,https://discogs.com/release/8935334-Karin-Krog-Steve-Kuhn-Steve-Swallow-Jon-Christensen-We-Could-Be-Flying?ev=item-vc,fusion,2016,Meantime Records (2) ‎,MRLP13
Bob James,One,LP,6,65.89,3.67,9.0,108,99,1,M,M,https://discogs.com/release/19841431-Bob-James-One?ev=item-vc,fusion,2021,Evosound ‎,EVLP034YE
Ian Carr With,Labyrinth,LP,7,40.76,4.6,30.0,302,83,0,M,M,https://discogs.com/release/23708555-Ian-Carr-With-Nucleus-Labyrinth?ev=item-vc,fusion,2022,Be With Records ‎,BEWITH103LP
Arooj Aftab,Vulture Prince,LP,8,65.76,4.67,52.0,699,168,0,M,M,https://discogs.com/release/23678393-Arooj-Aftab-Vulture-Prince?ev=item-vc,fusion,2022,Verve Records ‎,none
Kokoroko,Could We Be More,LP,15,40.74,4.66,83.0,996,330,0,M,M,https://discogs.com/release/24099824-Kokoroko-Could-We-Be-More?ev=item-vc,fusion,2022,Brownswood Recordings ‎,BWOOD0228LP
"Grover Washington, Jr.",Grover Live,LP,19,68.97,4.57,23.0,285,36,1,M,M,https://discogs.com/release/16280137-Grover-Washington-Jr-Grover-Live?ev=item-vc,fusion,2020,Lightyear Entertainment ‎,5365455429
Cibo Matto,Viva! La Woman,LP,10,28.9,4.71,17.0,312,127,1,M,M,https://discogs.com/release/19234957-Cibo-Matto-Viva-La-Woman?ev=item-vc,fusion,2021,Music On Vinyl ‎,"MOVLP1698, Warner Records ‎– MOVLP1698"
Hiroshi Suzuki (2),Cat,LP,5,32.83,4.78,376.0,3722,1089,1,M,M,https://discogs.com/release/19501540-Hiroshi-Suzuki-Cat?ev=item-vc,fusion,2021,We Release Jazz ‎,WRJ010LTD
山本邦山* -,悪魔が来りて笛を吹く,LP,11,29.82,4.38,21.0,308,77,0,M,M,https://discogs.com/release/20336734-%E5%B1%B1%E6%9C%AC%E9%82%A6%E5%B1%B1-%E4%BB%8A%E4%BA%95%E8%A3%95-%E6%82%AA%E9%AD%94%E3%81%8C%E6%9D%A5%E3%82%8A%E3%81%A6%E7%AC%9B%E3%82%92%E5%90%B9%E3%81%8F?ev=item-vc,fusion,2021,Mr Bongo ‎,MRBLP234
Henry Franklin,The Skipper,LP,6,29.92,4.77,97.0,1277,221,0,M,M,https://discogs.com/release/17338195-Henry-Franklin-The-Skipper?ev=item-vc,fusion,2021,Real Gone Music ‎,"RGM-1189, Black Jazz Records ‎– RGM-1189"
Miles Davis,In A Silent Way,LP,2,25.8,4.76,86.0,848,354,0,M,M,https://discogs.com/release/17078361-Miles-Davis-In-A-Silent-Way?ev=item-vc,fusion,2019,Columbia ‎,"19439797131, Legacy ‎– 19439797131, Sony Music ‎– 19439797131"
Jeff Beck,Blow By Blow,LP,9,27.79,4.63,64.0,609,91,0,M,M,https://discogs.com/release/15969286-Jeff-Beck-Blow-By-Blow?ev=item-vc,fusion,2020,Sony Music ‎,"19439792331, Legacy ‎– 19439792331, Epic ‎– 19439792331"
Miles Davis,A Tribute To Jack Johnson,LP,2,25.76,4.71,108.0,1026,171,0,M,M,https://discogs.com/release/15312677-Miles-Davis-A-Tribute-To-Jack-Johnson?ev=item-vc,fusion,2020,Columbia ‎,"19075950871, Legacy ‎– 19075950871"
Miles Davis,Music From And Inspired By Miles Davis: Birth Of The Cool,LP,30,28.96,4.0,9.0,240,40,0,M,M,https://discogs.com/release/14920225-Miles-Davis-Music-From-And-Inspired-By-Miles-Davis-Birth-Of-The-Cool?ev=item-vc,fusion,2020,Columbia ‎,"19439723701, Legacy ‎– 19439723701, Sony Music ‎– 19439723701"
Bells Of Kyoto,Bells Of Kyoto,LP,7,28.75,4.56,18.0,137,186,1,M,M,https://discogs.com/release/14295322-Bells-Of-Kyoto-Bells-Of-Kyoto?ev=item-vc,fusion,2019,Mitsuko & Svetlana Records ‎,Mitsuko003
"Bill Laurance,",Live At The Philharmonie Cologne,LP,9,38.93,4.52,27.0,160,41,0,M,M,https://discogs.com/release/14495770-Bill-Laurance-WDR-Big-Band-Live-At-The-Philharmonie-Cologne?ev=item-vc,fusion,2019,Jazzline ‎,D 78074
